r	c	color	word
1	1	1	멋있다
1	2	2	예쁘다, 가슴벅차다
1	3	3	미어지다
1	4	101	없음
1	5	5	귀찮다, 기쁘다
1	6	101	없음
1	7	101	없음
1	8	101	없음
1	9	9	보기좋다
1	10	10	행복하다, 황홀하다, 신난다
2	1	101	없음
2	2	101	없음
2	3	13	산뜻하다
2	4	101	없음
2	5	101	없음
2	6	101	없음
2	7	17	곤혹스럽다
2	8	18	유쾌하다, 기분좋다
2	9	101	없음
2	10	20	쾌활하다
3	1	101	없음
3	2	101	없음
3	3	23	불쌍하다
3	4	101	없음
3	5	101	없음
3	6	101	없음
3	7	101	없음
3	8	28	측은하다
3	9	29	기쁘다
3	10	30	생기있다
4	1	101	없음
4	2	32	괴롭다
4	3	101	없음
4	4	34	신난다
4	5	101	없음
4	6	101	없음
4	7	101	없음
4	8	38	반갑다
4	9	101	없음
4	10	40	안전하다, 감사함을느낀다
5	1	101	없음
5	2	101	없음
5	3	101	없음
5	4	101	없음
5	5	101	없음
5	6	101	없음
5	7	47	즐겁다
5	8	48	생기있다
5	9	101	없음
5	10	50	착잡하다, 예쁘다
6	1	51	마음이무겁다, 편안하다, 어지럽다
6	2	52	막막하다
6	3	101	없음
6	4	54	시원하다, 억울하다, 희망차다
6	5	55	시원하다, 생기있다, 편안하다, 서운하다
6	6	56	좋다, 평화롭다, 선하다
6	7	101	없음
6	8	58	순수하다
6	9	101	없음
6	10	60	편안하다, 귀찮다
7	1	61	속상하다
7	2	62	유감스럽다
7	3	63	쓰리다
7	4	101	없음
7	5	65	안타깝다
7	6	101	없음
7	7	101	없음
7	8	68	보기좋다
7	9	69	죄스럽다
7	10	101	없음
8	1	101	없음
8	2	101	없음
8	3	73	순수하다, 시원하다
8	4	101	없음
8	5	101	없음
8	6	76	활기차다
8	7	101	없음
8	8	101	없음
8	9	101	없음
8	10	101	없음
9	1	101	없음
9	2	101	없음
9	3	83	허전하다
9	4	101	없음
9	5	101	없음
9	6	101	없음
9	7	101	없음
9	8	88	평온하다
9	9	89	씩씩하다
9	10	101	없음
10	1	91	우울하다
10	2	101	없음
10	3	101	없음
10	4	101	없음
10	5	95	떫다
10	6	96	생기있다, 쾌활하다
10	7	97	막막하다, 괴롭다
10	8	98	기죽는다
10	9	101	없음
10	10	100	침통하다
