r	c	color	word
1	1	1	뿌듯하다
1	2	101	없음
1	3	3	불쾌하다, 쾌활하다
1	4	4	당혹스럽다
1	5	5	뿌듯하다, 신난다, 담담하다, 신난다
1	6	101	없음
1	7	101	없음
1	8	8	편안하다
1	9	9	활홀하다, 생기있다
1	10	101	없음
2	1	101	없음
2	2	101	없음
2	3	101	없음
2	4	14	훈훈하다
2	5	101	없음
2	6	101	없음
2	7	17	막막하다
2	8	101	없음
2	9	19	살맛난다
2	10	20	흐뭇하다, 의기양양하다, 활기차다
3	1	101	없음
3	2	101	없음
3	3	101	없음
3	4	101	없음
3	5	25	아련하다
3	6	101	없음
3	7	101	없음
3	8	101	없음
3	9	29	보기좋다
3	10	101	없음
4	1	101	없음
4	2	101	없음
4	3	33	산뜻하다
4	4	101	없음
4	5	101	없음
4	6	101	없음
4	7	101	없음
4	8	101	없음
4	9	101	없음
4	10	40	활기차다
5	1	101	없음
5	2	101	없음
5	3	101	없음
5	4	101	없음
5	5	45	좋다
5	6	101	없음
5	7	47	따뜻하다
5	8	101	없음
5	9	49	신난다
5	10	101	없음
6	1	51	명량하다
6	2	101	없음
6	3	53	안심된다
6	4	54	자랑스럽다, 뿌듯하다
6	5	55	자신감을느낀다, 개운하다, 개운하다, 산뜻하다, 캄캄하다, 시원하다
6	6	56	죄책감이든다, 안정된다, 신난다
6	7	57	생기있다
6	8	101	없음
6	9	59	뛸듯하다
6	10	60	자신있다
7	1	101	없음
7	2	101	없음
7	3	101	없음
7	4	64	마음이넓다, 시원하다
7	5	101	없음
7	6	101	없음
7	7	101	없음
7	8	101	없음
7	9	69	신난다
7	10	101	없음
8	1	101	없음
8	2	101	없음
8	3	101	없음
8	4	101	없음
8	5	101	없음
8	6	101	없음
8	7	101	없음
8	8	78	순수하다
8	9	101	없음
8	10	101	없음
9	1	101	없음
9	2	101	없음
9	3	101	없음
9	4	101	없음
9	5	101	없음
9	6	86	산뜻하다, 골치아프다
9	7	101	없음
9	8	101	없음
9	9	101	없음
9	10	90	아련하다
10	1	101	없음
10	2	101	없음
10	3	101	없음
10	4	101	없음
10	5	101	없음
10	6	96	관대하다, 자신감을느낀다
10	7	101	없음
10	8	101	없음
10	9	101	없음
10	10	101	없음
