r	c	color	word
1	1	1	사랑스럽다
1	2	101	없음
1	3	3	기분좋다
1	4	101	없음
1	5	5	자유롭다, 조바심이나다, 따뜻함을느낀다
1	6	101	없음
1	7	7	활기차다
1	8	8	안전하다
1	9	9	삼빡하다, 쾌활하다, 활발하다
1	10	10	흥겹다, 신난다, 신난다
2	1	101	없음
2	2	101	없음
2	3	13	따뜻하다
2	4	101	없음
2	5	101	없음
2	6	101	없음
2	7	101	없음
2	8	101	없음
2	9	19	보기좋다, 다정하다
2	10	101	없음
3	1	101	없음
3	2	101	없음
3	3	101	없음
3	4	101	없음
3	5	25	활기차다
3	6	101	없음
3	7	101	없음
3	8	28	안심하다, 희망차다
3	9	29	밝다
3	10	30	흐뭇하다
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	101	없음
4	5	101	없음
4	6	101	없음
4	7	101	없음
4	8	101	없음
4	9	101	없음
4	10	101	없음
5	1	101	없음
5	2	101	없음
5	3	101	없음
5	4	101	없음
5	5	101	없음
5	6	101	없음
5	7	101	없음
5	8	101	없음
5	9	101	없음
5	10	50	이상하다
6	1	101	없음
6	2	52	막막하다
6	3	53	귀찮다
6	4	101	없음
6	5	55	개운하다, 짜릿하다, 시원하다, 희망차다, 평온하다, 허전하다, 짜릿하다
6	6	56	선하다, 평화롭다
6	7	57	마음이넓다, 자유스럽다
6	8	58	흐뭇하다
6	9	59	산뜻하다
6	10	60	상쾌하다, 순수하다, 안심된다
7	1	101	없음
7	2	62	쌀쌀하다
7	3	101	없음
7	4	101	없음
7	5	101	없음
7	6	101	없음
7	7	101	없음
7	8	101	없음
7	9	101	없음
7	10	70	개운하다
8	1	101	없음
8	2	101	없음
8	3	73	쾌활하다
8	4	101	없음
8	5	75	기분이묘하다
8	6	101	없음
8	7	101	없음
8	8	101	없음
8	9	79	신난다
8	10	101	없음
9	1	101	없음
9	2	82	불쾌하다
9	3	83	시원하다
9	4	101	없음
9	5	85	떫다, 감사함을느낀다
9	6	101	없음
9	7	101	없음
9	8	88	평온하다
9	9	101	없음
9	10	101	없음
10	1	91	쌀쌀하다, 배아프다
10	2	101	없음
10	3	101	없음
10	4	101	없음
10	5	101	없음
10	6	96	편안하다
10	7	101	없음
10	8	101	없음
10	9	101	없음
10	10	100	마음이가볍다, 생기있다
