r	c	color	word
1	1	101	없음
1	2	101	없음
1	3	101	없음
1	4	101	없음
1	5	5	아름답다, 즐겁다
1	6	101	없음
1	7	101	없음
1	8	101	없음
1	9	101	없음
1	10	10	자신감있다, 명랑하다, 희망차다, 쾌활하다
2	1	101	없음
2	2	12	상냥하다
2	3	13	따뜻하다
2	4	14	처량하다, 따뜻하다
2	5	15	찜찜하다
2	6	101	없음
2	7	101	없음
2	8	101	없음
2	9	19	유쾌하다
2	10	20	좋다
3	1	21	안전하다
3	2	22	좋다
3	3	101	없음
3	4	24	측은하다
3	5	25	안쓰럽다, 침통하다
3	6	101	없음
3	7	27	자유롭다
3	8	28	흥겹다
3	9	101	없음
3	10	101	없음
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	34	좋다
4	5	35	아련하다
4	6	101	없음
4	7	37	평화롭다
4	8	38	온화하다
4	9	101	없음
4	10	40	찜찜하다
5	1	101	없음
5	2	101	없음
5	3	101	없음
5	4	44	먹먹하다
5	5	45	선하다, 씩씩하다
5	6	46	먹먹하다
5	7	47	당당하다, 평온하다
5	8	48	흡족하다
5	9	101	없음
5	10	50	지겹다
6	1	51	찜찜하다
6	2	101	없음
6	3	53	당당하다, 흠족하다
6	4	54	편안하다, 쾌활하다, 생기있다, 시원하다, 자신있다
6	5	55	자유스럽다, 흐뭇하다, 당당하다
6	6	56	평화롭다
6	7	57	생기있다, 편안하다
6	8	58	상큼하다, 편안하다
6	9	101	없음
6	10	60	자유롭다, 고맙다, 자유스럽다, 생기있다
7	1	61	기죽는다
7	2	101	없음
7	3	63	안전하다
7	4	64	멋지다, 유쾌하다, 시원하다
7	5	65	살맛난다
7	6	66	의기양양하다, 훈훈하다
7	7	67	보기좋다
7	8	101	없음
7	9	69	생기있다
7	10	70	평화롭다
8	1	101	없음
8	2	72	안좋다
8	3	101	없음
8	4	101	없음
8	5	75	자신있다
8	6	101	없음
8	7	101	없음
8	8	101	없음
8	9	101	없음
8	10	80	든든하다, 안전하다
9	1	81	막막하다
9	2	101	없음
9	3	101	없음
9	4	101	없음
9	5	101	없음
9	6	101	없음
9	7	87	안전하다
9	8	101	없음
9	9	101	없음
9	10	101	없음
10	1	91	걱정스럽다
10	2	101	없음
10	3	101	없음
10	4	101	없음
10	5	95	막막하다, 불안하다
10	6	96	담담하다
10	7	101	없음
10	8	101	없음
10	9	101	없음
10	10	100	신난다
