r	c	color	word
1	1	1	활기차다
1	2	101	없음
1	3	101	없음
1	4	101	없음
1	5	5	개운하다, 든든하다, 평온하다, 만족스럽다
1	6	101	없음
1	7	101	없음
1	8	101	없음
1	9	9	자신있다
1	10	10	기분좋다, 안전하다, 자유롭다, 유쾌하다, 자유스럽다, 의기양양하다
2	1	11	애정이깊다
2	2	101	없음
2	3	13	상큼하다
2	4	101	없음
2	5	101	없음
2	6	101	없음
2	7	101	없음
2	8	101	없음
2	9	19	온화하다
2	10	20	자유롭다, 아름답다
3	1	101	없음
3	2	22	기분좋다
3	3	101	없음
3	4	101	없음
3	5	101	없음
3	6	101	없음
3	7	101	없음
3	8	28	만족스럽다
3	9	101	없음
3	10	30	소박하다
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	101	없음
4	5	101	없음
4	6	36	순수하다
4	7	101	없음
4	8	101	없음
4	9	39	산뜻하다
4	10	40	좋다
5	1	101	없음
5	2	101	없음
5	3	101	없음
5	4	44	피가끓어오른다
5	5	45	귀찮다
5	6	101	없음
5	7	101	없음
5	8	101	없음
5	9	49	활기차다, 멍해진다
5	10	50	따뜻함을느낀다
6	1	51	흡족하다, 시원하다
6	2	52	자신있다
6	3	53	자유롭다, 멋있다, 쾌활하다
6	4	54	시원하다, 자유스럽다, 마음이확열린다, 시원하다, 편안하다
6	5	55	개운하다, 온화하다, 시원하다, 막막하다, 활기차다
6	6	56	자유롭다, 마음이가볍다, 기분좋다
6	7	57	자신있다, 선하다
6	8	58	존경스럽다
6	9	59	감사함을느낀다
6	10	60	안전하다, 자신있다
7	1	101	없음
7	2	101	없음
7	3	63	시원하다
7	4	64	멋있다
7	5	101	없음
7	6	66	부끄럽다
7	7	67	개운하다, 좋다
7	8	68	아름답다, 안심된다
7	9	101	없음
7	10	70	당당하다
8	1	101	없음
8	2	101	없음
8	3	73	평온하다
8	4	101	없음
8	5	75	흐뭇하다
8	6	101	없음
8	7	77	보기좋다
8	8	78	든든하다, 자신있다
8	9	101	없음
8	10	80	평화롭다
9	1	101	없음
9	2	101	없음
9	3	101	없음
9	4	101	없음
9	5	101	없음
9	6	101	없음
9	7	101	없음
9	8	101	없음
9	9	101	없음
9	10	101	없음
10	1	101	없음
10	2	92	평온하다
10	3	101	없음
10	4	101	없음
10	5	101	없음
10	6	101	없음
10	7	97	마음이넓다
10	8	101	없음
10	9	101	없음
10	10	100	안전하다
