r	c	color	word
1	1	1	끔찍하다, 자유스럽다
1	2	101	없음
1	3	101	없음
1	4	4	뿌듯하다
1	5	5	씩씩하다, 의기양양하다
1	6	101	없음
1	7	101	없음
1	8	101	없음
1	9	101	없음
1	10	10	신난다, 황홀하다, 자신있다, 기쁘다, 쑥스럽다, 보기좋다, 예쁘다, 흐뭇하다
2	1	101	없음
2	2	101	없음
2	3	13	흥분된다
2	4	101	없음
2	5	101	없음
2	6	101	없음
2	7	101	없음
2	8	18	뿌듯하다
2	9	19	신난다, 신난다, 행복하다, 산뜻하다
2	10	20	멋쩍다
3	1	101	없음
3	2	101	없음
3	3	23	경멸감을느낀다
3	4	101	없음
3	5	101	없음
3	6	101	없음
3	7	101	없음
3	8	28	당당하다
3	9	29	든든하다, 기분좋다
3	10	30	산뜻하다
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	34	온화하다
4	5	101	없음
4	6	101	없음
4	7	101	없음
4	8	101	없음
4	9	101	없음
4	10	40	다정하다, 멋지다
5	1	41	적개심을느낀다
5	2	101	없음
5	3	101	없음
5	4	101	없음
5	5	45	마음이확열린다
5	6	101	없음
5	7	47	쾌활하다
5	8	101	없음
5	9	101	없음
5	10	101	없음
6	1	51	따뜻함을느낀다
6	2	101	없음
6	3	53	멍하다, 시원하다
6	4	101	없음
6	5	55	시원하다, 생기있다, 조심스럽다
6	6	56	생기있다, 마음이넓다, 흡족하다
6	7	57	흐뭇하다, 만족스럽다
6	8	101	없음
6	9	59	편안하다
6	10	60	시원하다
7	1	101	없음
7	2	101	없음
7	3	63	시원하다
7	4	64	든든하다, 걱정스럽다
7	5	65	진장하다
7	6	101	없음
7	7	101	없음
7	8	101	없음
7	9	101	없음
7	10	101	없음
8	1	101	없음
8	2	101	없음
8	3	73	서럽다, 공허하다
8	4	101	없음
8	5	101	없음
8	6	101	없음
8	7	77	소박하다
8	8	78	관대하다
8	9	79	활기차다
8	10	80	지겹다
9	1	101	없음
9	2	101	없음
9	3	83	멋있다
9	4	101	없음
9	5	101	없음
9	6	86	멍랑하다
9	7	87	평온하다
9	8	101	없음
9	9	101	없음
9	10	90	그립다, 겁에질리다
10	1	91	캄캄하다
10	2	101	없음
10	3	101	없음
10	4	101	없음
10	5	101	없음
10	6	101	없음
10	7	101	없음
10	8	101	없음
10	9	101	없음
10	10	101	없음
