r	c	color	word
1	1	1	기분좋다, 성질난다
1	2	2	훈훈하다
1	3	101	없음
1	4	101	없음
1	5	5	다정하다, 훈훈하다, 흐뭇하다, 기쁘다
1	6	6	산뜻하다
1	7	7	좋다, 기분좋다
1	8	101	없음
1	9	101	없음
1	10	10	기분좋다, 평온하다, 평온하다, 흥겹다, 한심하다
2	1	11	자유스럽다
2	2	12	편안하다
2	3	13	반갑다
2	4	14	안좋다
2	5	15	자신감을느낀다, 편안하다
2	6	16	쾌활하다, 혼란스럽다
2	7	17	뿌듯하다, 공허하다
2	8	101	없음
2	9	101	없음
2	10	20	구역질이나다, 평화롭다
3	1	101	없음
3	2	22	속이끓는다
3	3	23	후회스럽다, 즐겁다
3	4	101	없음
3	5	101	없음
3	6	101	없음
3	7	101	없음
3	8	28	허전하다
3	9	101	없음
3	10	101	없음
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	34	짜릿하다
4	5	35	어지럽다
4	6	101	없음
4	7	101	없음
4	8	101	없음
4	9	39	이상하다
4	10	40	행복하다
5	1	101	없음
5	2	101	없음
5	3	43	개운하다, 창피하다
5	4	101	없음
5	5	45	불쾌하다
5	6	46	활기차다, 어이없다
5	7	47	살맛난다
5	8	48	즐겁다, 긴장을느낀다
5	9	101	없음
5	10	101	없음
6	1	51	활발하다, 씩씩하다
6	2	101	없음
6	3	53	자유스럽다, 생기있다
6	4	54	시원하다, 당당하다, 자유스럽다, 쾌활하다, 미어지다
6	5	55	생기있다, 시원하다
6	6	56	상쾌하다
6	7	57	씩씩하다
6	8	58	평온하다, 평온하다
6	9	101	없음
6	10	60	신난다, 자유스럽다
7	1	61	담담하다, 긴장을느낀다
7	2	101	없음
7	3	63	든든하다
7	4	64	역겹다
7	5	101	없음
7	6	101	없음
7	7	101	없음
7	8	68	토할것같다
7	9	69	관대하다
7	10	101	없음
8	1	71	기분이묘하다
8	2	101	없음
8	3	101	없음
8	4	101	없음
8	5	101	없음
8	6	101	없음
8	7	101	없음
8	8	101	없음
8	9	101	없음
8	10	101	없음
9	1	81	떨리다
9	2	101	없음
9	3	101	없음
9	4	84	신난다
9	5	101	없음
9	6	86	안전하다
9	7	101	없음
9	8	101	없음
9	9	89	약오르다
9	10	101	없음
10	1	91	귀찮다
10	2	92	가슴이답답하다
10	3	101	없음
10	4	94	공허하다, 산뜻하다
10	5	101	없음
10	6	101	없음
10	7	101	없음
10	8	101	없음
10	9	101	없음
10	10	101	없음
