r	c	color	word
1	1	1	편안하다
1	2	101	없음
1	3	101	없음
1	4	101	없음
1	5	5	상냥하다, 막막하다, 애착이간다, 온화하다
1	6	6	개운하다
1	7	7	평온하다, 개운하다
1	8	8	좋다
1	9	9	활기차다
1	10	10	유쾌하다, 산뜻하다, 자유스럽다, 온화하다, 개운하다
2	1	11	자유롭다
2	2	101	없음
2	3	101	없음
2	4	14	평온하다
2	5	15	자신감을느낀다
2	6	101	없음
2	7	101	없음
2	8	18	편안하다
2	9	19	편안하다
2	10	20	훈훈하다, 산뜻하다
3	1	101	없음
3	2	101	없음
3	3	23	개운하다
3	4	24	평온하다
3	5	25	평온하다
3	6	101	없음
3	7	101	없음
3	8	28	안전하다, 좋다
3	9	29	즐겁다, 편안하다
3	10	30	개운하다, 산뜻하다, 섭섭하다, 흥겹다, 기분이좋다
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	34	예쁘다
4	5	101	없음
4	6	101	없음
4	7	101	없음
4	8	38	행복하다
4	9	101	없음
4	10	101	없음
5	1	101	없음
5	2	101	없음
5	3	43	짜증난다
5	4	101	없음
5	5	45	놀라다, 편안하다
5	6	46	산뜻하다
5	7	47	유쾌하다
5	8	48	불안하다
5	9	101	없음
5	10	101	없음
6	1	101	없음
6	2	52	안전하다
6	3	53	자유스럽다, 희망차다
6	4	54	존경스럽다, 쾌활하다, 기분좋다, 자신있다
6	5	55	멋지다, 편안하다, 개운하다, 감격스럽다
6	6	56	소박하다, 산뜻하다
6	7	57	생기있다
6	8	58	평온하다, 생기있다
6	9	59	상큼하다
6	10	101	없음
7	1	101	없음
7	2	62	의기양양하다
7	3	63	서운하다
7	4	64	생기있다
7	5	101	없음
7	6	66	자유스럽다
7	7	101	없음
7	8	68	활기차다, 생기있다
7	9	101	없음
7	10	101	없음
8	1	101	없음
8	2	101	없음
8	3	73	마음이넓다
8	4	74	훈훈하다
8	5	101	없음
8	6	101	없음
8	7	101	없음
8	8	101	없음
8	9	101	없음
8	10	101	없음
9	1	101	없음
9	2	101	없음
9	3	101	없음
9	4	101	없음
9	5	101	없음
9	6	101	없음
9	7	101	없음
9	8	101	없음
9	9	101	없음
9	10	101	없음
10	1	101	없음
10	2	92	편안하다
10	3	93	평온하다
10	4	94	평화롭다
10	5	101	없음
10	6	101	없음
10	7	101	없음
10	8	101	없음
10	9	101	없음
10	10	101	없음
