r	c	color	word
1	1	1	애정을느낀다, 따뜻하다
1	2	101	없음
1	3	101	없음
1	4	101	없음
1	5	5	따뜻하다
1	6	6	허전하다, 짜증나다
1	7	7	시원하다
1	8	101	없음
1	9	9	기쁘다
1	10	10	짜증난다, 활발하다, 긴장되다, 평화롭다
2	1	101	없음
2	2	12	허전하다
2	3	101	없음
2	4	14	온화하다
2	5	101	없음
2	6	101	없음
2	7	101	없음
2	8	101	없음
2	9	19	고맙다
2	10	20	확신감이든다
3	1	101	없음
3	2	101	없음
3	3	101	없음
3	4	101	없음
3	5	101	없음
3	6	101	없음
3	7	27	온화하다, 신난다, 예쁘다
3	8	101	없음
3	9	101	없음
3	10	101	없음
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	34	사랑을느낀다, 평온하다
4	5	101	없음
4	6	36	활기차다, 기가막힌다
4	7	101	없음
4	8	101	없음
4	9	101	없음
4	10	101	없음
5	1	101	없음
5	2	101	없음
5	3	101	없음
5	4	101	없음
5	5	45	귀찮다, 부담스럽다
5	6	46	당당하다
5	7	101	없음
5	8	101	없음
5	9	101	없음
5	10	50	기묘하다
6	1	51	평온하다, 개운하다
6	2	101	없음
6	3	53	싸늘하다
6	4	54	산뜻하다, 놀랍다
6	5	55	자신감을느낀다
6	6	56	안심하다, 안전하다, 평온하다
6	7	101	없음
6	8	58	멋있다, 반갑다
6	9	59	의기양양하다
6	10	101	없음
7	1	101	없음
7	2	101	없음
7	3	63	막막하다
7	4	64	마음이무겁다, 아찔하다
7	5	65	편안하다
7	6	101	없음
7	7	67	자신있다, 자랑스럽다
7	8	101	없음
7	9	101	없음
7	10	101	없음
8	1	71	슬프다
8	2	72	피곤하다
8	3	101	없음
8	4	101	없음
8	5	101	없음
8	6	101	없음
8	7	101	없음
8	8	101	없음
8	9	101	없음
8	10	101	없음
9	1	81	죄책감이든다
9	2	101	없음
9	3	101	없음
9	4	84	공허하다
9	5	101	없음
9	6	86	마음이넓다
9	7	87	명랑하다
9	8	101	없음
9	9	101	없음
9	10	90	아리송하다
10	1	91	불쾌하다
10	2	101	없음
10	3	101	없음
10	4	94	우울하다
10	5	95	긴장을느낀다
10	6	101	없음
10	7	101	없음
10	8	101	없음
10	9	101	없음
10	10	100	조심스럽다
