r	c	color	word
1	1	1	속상하다
1	2	101	없음
1	3	3	꼬였다
1	4	4	기쁘다
1	5	5	보기좋다, 사랑스럽다
1	6	101	없음
1	7	101	없음
1	8	101	없음
1	9	101	없음
1	10	10	자랑스럽다, 신난다, 유쾌하다, 자랑스럽다, 막막하다, 흥겹다
2	1	101	없음
2	2	101	없음
2	3	13	화끈거린다
2	4	101	없음
2	5	101	없음
2	6	101	없음
2	7	101	없음
2	8	101	없음
2	9	19	평화롭다
2	10	101	없음
3	1	101	없음
3	2	101	없음
3	3	23	온화하다, 온화하다
3	4	24	떨리다
3	5	25	마음이확열린다, 귀찮다
3	6	101	없음
3	7	101	없음
3	8	101	없음
3	9	29	이상하다, 유쾌하다
3	10	30	반갑다, 안심된다, 흡족하다
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	34	부끄럽다, 멍해진다
4	5	101	없음
4	6	36	열받는다, 안좋다
4	7	101	없음
4	8	101	없음
4	9	101	없음
4	10	40	신난다
5	1	101	없음
5	2	101	없음
5	3	43	행복하다, 미치겠다
5	4	44	귀찮다
5	5	45	안좋다
5	6	101	없음
5	7	47	미치겠다
5	8	48	골치아프다
5	9	101	없음
5	10	50	귀찮다, 예쁘다, 유쾌하다, 어지럽다
6	1	101	없음
6	2	52	자유스럽다
6	3	53	당당하다, 의기양양하다
6	4	101	없음
6	5	55	멋있다, 평화롭다, 시원하다
6	6	56	상큼하다, 온화하다, 신난다
6	7	101	없음
6	8	58	편안하다
6	9	59	생기있다
6	10	60	생기있다, 훈훈하다, 씩씩하다, 평화롭다
7	1	101	없음
7	2	101	없음
7	3	63	짜증난다, 자신있다, 활기차다, 멍해진다, 약오르다
7	4	64	자신있다, 희망차다, 시원하다, 쾌활하다
7	5	101	없음
7	6	66	떫다, 즐겁다
7	7	101	없음
7	8	68	자유롭다
7	9	101	없음
7	10	101	없음
8	1	71	귀찮다
8	2	101	없음
8	3	101	없음
8	4	101	없음
8	5	75	짜릿하다
8	6	101	없음
8	7	101	없음
8	8	101	없음
8	9	101	없음
8	10	101	없음
9	1	81	부끄럽다
9	2	101	없음
9	3	101	없음
9	4	101	없음
9	5	85	부럽다
9	6	101	없음
9	7	101	없음
9	8	101	없음
9	9	101	없음
9	10	101	없음
10	1	91	허전하다
10	2	92	걱정스럽다
10	3	93	씩씩하다
10	4	94	막막하다
10	5	101	없음
10	6	101	없음
10	7	101	없음
10	8	101	없음
10	9	99	안전하다
10	10	100	안심된다
