r	c	color	word
1	1	1	자신있다
1	2	2	안좋다
1	3	101	없음
1	4	101	없음
1	5	5	짠하다, 활기차다
1	6	101	없음
1	7	101	없음
1	8	101	없음
1	9	101	없음
1	10	10	흐믓하다, 놀란스럽다, 안전하다, 기분좋다, 애정이깊다
2	1	11	성질난다, 신난다
2	2	101	없음
2	3	101	없음
2	4	101	없음
2	5	15	부끄럽다, 활기차다
2	6	101	없음
2	7	101	없음
2	8	101	없음
2	9	19	다짐하다
2	10	20	자신감을느낀다
3	1	101	없음
3	2	101	없음
3	3	23	애착이간다
3	4	101	없음
3	5	101	없음
3	6	101	없음
3	7	101	없음
3	8	28	좋다, 기쁘다
3	9	29	착잡하다, 우울하다
3	10	101	없음
4	1	31	짜증난다
4	2	101	없음
4	3	101	없음
4	4	101	없음
4	5	101	없음
4	6	101	없음
4	7	37	고맙다
4	8	101	없음
4	9	101	없음
4	10	101	없음
5	1	101	없음
5	2	101	없음
5	3	43	흥분된다
5	4	44	찝찝하다
5	5	45	찜찜하다
5	6	101	없음
5	7	101	없음
5	8	48	안좋다
5	9	101	없음
5	10	50	씩씩하다
6	1	51	짜릿하다
6	2	101	없음
6	3	53	자유롭다
6	4	54	시원하다, 당당하다
6	5	101	없음
6	6	56	자유스럽다
6	7	101	없음
6	8	58	편안하다
6	9	59	뿌듯하다
6	10	60	보기좋다
7	1	61	긴장하다
7	2	62	그리움
7	3	101	없음
7	4	64	편안하다, 편안하다
7	5	101	없음
7	6	101	없음
7	7	101	없음
7	8	68	보기좋다
7	9	101	없음
7	10	101	없음
8	1	71	겁이나다, 불안하다
8	2	72	불안하다
8	3	73	우울하다
8	4	74	신난다, 시원하다, 유감스럽다
8	5	101	없음
8	6	76	한심하다
8	7	101	없음
8	8	101	없음
8	9	79	성질난다
8	10	80	속상하다
9	1	81	언절부절못하다, 걱정스럽다
9	2	82	두렵다
9	3	101	없음
9	4	101	없음
9	5	85	불만이다
9	6	101	없음
9	7	101	없음
9	8	101	없음
9	9	101	없음
9	10	101	없음
10	1	91	아득하다
10	2	101	없음
10	3	93	열받는다
10	4	101	없음
10	5	95	막막하다
10	6	96	평화롭다
10	7	101	없음
10	8	101	없음
10	9	99	막막하다
10	10	100	안전하다
