r	c	color	word
1	1	1	활기차다, 감격스럽다, 신경질난다, 열망을느낀다, 온화하다
1	2	101	없음
1	3	101	없음
1	4	4	미안하다
1	5	5	부끄럽다, 활기차다
1	6	101	없음
1	7	101	없음
1	8	8	가슴벅차다
1	9	101	없음
1	10	10	즐겁다, 황홀하다, 감격스럽다, 기쁘다, 예쁘다, 흫분하다, 섭섭하다, 흐뭇하다
2	1	101	없음
2	2	101	없음
2	3	101	없음
2	4	14	열망을느낀다
2	5	101	없음
2	6	101	없음
2	7	101	없음
2	8	101	없음
2	9	19	기분좋다, 신난다, 멋지다
2	10	20	쾌활하다, 신난다
3	1	101	없음
3	2	101	없음
3	3	101	없음
3	4	101	없음
3	5	101	없음
3	6	101	없음
3	7	101	없음
3	8	28	좋다, 마음이확열린다
3	9	101	없음
3	10	30	뛸듯하다, 뿌듯하다
4	1	101	없음
4	2	101	없음
4	3	101	없음
4	4	101	없음
4	5	35	활발하다
4	6	101	없음
4	7	101	없음
4	8	38	속상하다
4	9	39	고맙다
4	10	40	자신있다
5	1	101	없음
5	2	101	없음
5	3	101	없음
5	4	101	없음
5	5	101	없음
5	6	101	없음
5	7	101	없음
5	8	101	없음
5	9	101	없음
5	10	50	안심된다
6	1	51	생기있다, 처참하다
6	2	101	없음
6	3	53	후회스럽다
6	4	54	시원하다, 질리다, 자심감을느낀다, 소박하다, 당당하다
6	5	55	시원하다, 멋지다, 개운하다, 시원하다
6	6	56	활기차다, 편안하다
6	7	101	없음
6	8	58	흡족하다
6	9	101	없음
6	10	101	없음
7	1	101	없음
7	2	62	괘씸하다
7	3	101	없음
7	4	101	없음
7	5	101	없음
7	6	101	없음
7	7	101	없음
7	8	101	없음
7	9	69	기분이묘하다
7	10	70	경멸감을느끼다
8	1	101	없음
8	2	101	없음
8	3	101	없음
8	4	74	이상하다
8	5	101	없음
8	6	76	산뜻하다
8	7	101	없음
8	8	101	없음
8	9	101	없음
8	10	101	없음
9	1	101	없음
9	2	101	없음
9	3	101	없음
9	4	84	우울하다
9	5	101	없음
9	6	86	평온하다, 당당하다
9	7	101	없음
9	8	88	소박하다, 혼란스럽다
9	9	101	없음
9	10	101	없음
10	1	101	없음
10	2	92	외롭다
10	3	101	없음
10	4	101	없음
10	5	101	없음
10	6	96	편안하다
10	7	97	행복하다
10	8	101	없음
10	9	101	없음
10	10	101	없음
