r	c	color	word
1	1	1	화난다, 무섭다, 역겹다, 거부감이든다
1	2	2	한이맺힌다, 괴롭다, 미치겠다
1	3	3	소름끼치다
1	4	101	없음
1	5	5	활발하다
1	6	101	없음
1	7	7	보기좋다
1	8	101	없음
1	9	101	없음
1	10	10	구역질난다, 자유스럽다
2	1	11	짜증난다, 구역질이난다, 귀찮다, 당황스럽다
2	2	12	처참하다, 괴롭다
2	3	101	없음
2	4	101	없음
2	5	101	없음
2	6	101	없음
2	7	101	없음
2	8	101	없음
2	9	101	없음
2	10	101	없음
3	1	21	혐오감을느낀다
3	2	22	싫다
3	3	23	흥분되다
3	4	24	당황하다
3	5	101	없음
3	6	101	없음
3	7	101	없음
3	8	28	아름답다
3	9	101	없음
3	10	101	없음
4	1	31	안좋다
4	2	101	없음
4	3	101	없음
4	4	34	놀라다
4	5	35	처참하다
4	6	101	없음
4	7	101	없음
4	8	101	없음
4	9	101	없음
4	10	101	없음
5	1	41	혐오감을느낀다, 거부감이든다, 괘씸하다
5	2	101	없음
5	3	101	없음
5	4	44	끔찍하다
5	5	101	없음
5	6	101	없음
5	7	101	없음
5	8	101	없음
5	9	101	없음
5	10	101	없음
6	1	51	짜릿하다, 측은하다
6	2	101	없음
6	3	101	없음
6	4	101	없음
6	5	101	없음
6	6	101	없음
6	7	101	없음
6	8	101	없음
6	9	101	없음
6	10	101	없음
7	1	101	없음
7	2	101	없음
7	3	63	존경스럽다
7	4	101	없음
7	5	101	없음
7	6	101	없음
7	7	101	없음
7	8	101	없음
7	9	101	없음
7	10	101	없음
8	1	71	토할것같다
8	2	101	없음
8	3	73	쓰리다
8	4	101	없음
8	5	101	없음
8	6	101	없음
8	7	101	없음
8	8	101	없음
8	9	101	없음
8	10	101	없음
9	1	101	없음
9	2	101	없음
9	3	83	끔찍하다
9	4	101	없음
9	5	101	없음
9	6	86	든든하다
9	7	101	없음
9	8	88	떫다
9	9	101	없음
9	10	101	없음
10	1	101	없음
10	2	101	없음
10	3	101	없음
10	4	101	없음
10	5	101	없음
10	6	96	막막하다, 안타깝다
10	7	97	무섭다
10	8	98	떨리다
10	9	99	부담스럽다, 캄캄하다
10	10	100	마음이상하다
